"id_odsp","link_odsp","adv_stats","date","league","season","country","ht","at","fthg","ftag","odd_h","odd_d","odd_a","odd_over","odd_under","odd_bts","odd_bts_n"
"vi8sPHdF/","/soccer/france/ligue-1-2011-2012/paris-sg-dijon-vi8sPHdF/",TRUE,2011-10-23,"F1","2012","france","Paris Saint-Germain","Dijon FCO",2,0,1.29,5.8,16.53,NA,NA,NA,NA
"vVxeXCvt/","/soccer/spain/primera-division-2011-2012/valencia-ath-bilbao-vVxeXCvt/",TRUE,2011-10-23,"SP1","2012","spain","Valencia","Athletic Bilbao",1,1,1.83,3.8,5.2,NA,NA,NA,NA
"WCuV5uLM/","/soccer/germany/bundesliga-2011-2012/hannover-bayern-munich-WCuV5uLM/",TRUE,2011-10-23,"D1","2012","germany","Hannover 96","Bayern Munich",2,1,9.64,5.01,1.43,NA,NA,NA,NA
"Y93v3zzd/","/soccer/france/ligue-1-2011-2012/lille-lyon-Y93v3zzd/",TRUE,2011-10-23,"F1","2012","france","Lille","Lyon",3,1,2.04,3.35,4.59,NA,NA,NA,NA
"zFLu89HS/","/soccer/england/premier-league-2011-2012/blackburn-tottenham-zFLu89HS/",FALSE,2011-10-23,"E0","2012","england","Blackburn","Tottenham",1,2,4.7,3.85,1.89,NA,NA,NA,NA
"MwOIPSNN/","/soccer/spain/primera-division-2011-2012/sevilla-santander-MwOIPSNN/",TRUE,2011-10-25,"SP1","2012","spain","Sevilla","Racing Santander",2,2,1.5,4.5,8.4,NA,NA,NA,NA
"p6dVRglo/","/soccer/italy/serie-a-2011-2012/juventus-fiorentina-p6dVRglo/",TRUE,2011-10-25,"I1","2012","italy","Juventus","Fiorentina",2,1,1.69,3.65,7.2,NA,NA,NA,NA
"vFINOnwU/","/soccer/spain/primera-division-2011-2012/granada-cf-barcelona-vFINOnwU/",FALSE,2011-10-25,"SP1","2012","spain","Granada","Barcelona",0,1,27.63,9,1.17,NA,NA,NA,NA
"4W2Qkcth/","/soccer/italy/serie-a-2011-2012/ac-milan-parma-4W2Qkcth/",TRUE,2011-10-26,"I1","2012","italy","AC Milan","Parma",4,1,1.37,5.17,12.65,NA,NA,NA,NA
"AT5YmyB4/","/soccer/italy/serie-a-2011-2012/novara-siena-AT5YmyB4/",TRUE,2011-10-26,"I1","2012","italy","Novara","Siena",1,1,2.52,3.2,3.4,NA,NA,NA,NA
"bg2UlHeb/","/soccer/italy/serie-a-2011-2012/napoli-udinese-bg2UlHeb/",FALSE,2011-10-26,"I1","2012","italy","Napoli","Udinese",2,0,1.9,3.36,5.6,NA,NA,NA,NA
"CnLqrAwh/","/soccer/spain/primera-division-2011-2012/zaragoza-valencia-CnLqrAwh/",TRUE,2011-10-26,"SP1","2012","spain","Real Zaragoza","Valencia",0,1,3.95,3.6,2.15,NA,NA,NA,NA
"fBAlsUhb/","/soccer/spain/primera-division-2011-2012/getafe-osasuna-fBAlsUhb/",TRUE,2011-10-26,"SP1","2012","spain","Getafe","Osasuna",2,2,2.1,3.5,4.09,NA,NA,NA,NA
"h8HjZydB/","/soccer/italy/serie-a-2011-2012/atalanta-inter-h8HjZydB/",TRUE,2011-10-26,"I1","2012","italy","Atalanta","Internazionale",1,1,3.3,3.3,2.54,NA,NA,NA,NA
"lzBaXFQN/","/soccer/italy/serie-a-2011-2012/chievo-bologna-lzBaXFQN/",TRUE,2011-10-26,"I1","2012","italy","Chievo Verona","Bologna",0,1,2.06,3.2,4.8,NA,NA,NA,NA
"OzW8vSxH/","/soccer/spain/primera-division-2011-2012/rayo-vallecano-malaga-OzW8vSxH/",TRUE,2011-10-26,"SP1","2012","spain","Rayo Vallecano","Malaga",2,0,2.96,3.45,2.66,NA,NA,NA,NA
"Qu4MjwRo/","/soccer/italy/serie-a-2011-2012/lazio-catania-Qu4MjwRo/",TRUE,2011-10-26,"I1","2012","italy","Lazio","Catania",1,1,1.78,3.65,5.9,NA,NA,NA,NA
"rcA3WZuU/","/soccer/italy/serie-a-2011-2012/genoa-as-roma-rcA3WZuU/",TRUE,2011-10-26,"I1","2012","italy","Genoa","AS Roma",2,1,2.54,3.25,3.35,NA,NA,NA,NA
"tO4kK6oo/","/soccer/spain/primera-division-2011-2012/mallorca-gijon-tO4kK6oo/",TRUE,2011-10-26,"SP1","2012","spain","Mallorca","Sporting Gijon",1,2,2.2,3.45,3.8,NA,NA,NA,NA
"tS8du8NA/","/soccer/spain/primera-division-2011-2012/real-madrid-villarreal-tS8du8NA/",TRUE,2011-10-26,"SP1","2012","spain","Real Madrid","Villarreal",3,0,1.13,10,25.17,NA,NA,NA,NA
"Y19htl84/","/soccer/spain/primera-division-2011-2012/levante-real-sociedad-Y19htl84/",TRUE,2011-10-26,"SP1","2012","spain","Levante","Real Sociedad",3,2,1.85,3.75,5,NA,NA,NA,NA
"zX6eYeBH/","/soccer/italy/serie-a-2011-2012/cesena-cagliari-zX6eYeBH/",TRUE,2011-10-26,"I1","2012","italy","Cesena","Cagliari",1,1,2.88,3.25,2.86,NA,NA,NA,NA
"4YqwNa7q/","/soccer/spain/primera-division-2011-2012/espanyol-betis-4YqwNa7q/",TRUE,2011-10-27,"SP1","2012","spain","Espanyol","Real Betis",1,0,2.08,3.45,4.2,NA,NA,NA,NA
"bqHuqjOo/","/soccer/spain/primera-division-2011-2012/ath-bilbao-atl-madrid-bqHuqjOo/",TRUE,2011-10-27,"SP1","2012","spain","Athletic Bilbao","Atletico Madrid",3,0,2.54,3.55,3,NA,NA,NA,NA
"hhewmeQA/","/soccer/italy/serie-a-2011-2012/palermo-lecce-hhewmeQA/",TRUE,2011-10-27,"I1","2012","italy","Palermo","Lecce",2,0,1.64,4.08,6.8,NA,NA,NA,NA
"bkKh2WJl/","/soccer/germany/bundesliga-2011-2012/freiburg-bayer-leverkusen-bkKh2WJl/",TRUE,2011-10-28,"D1","2012","germany","SC Freiburg","Bayer Leverkusen",0,1,3.6,3.65,2.25,NA,NA,NA,NA
"00LMl81F/","/soccer/italy/serie-a-2011-2012/as-roma-ac-milan-00LMl81F/",TRUE,2011-10-29,"I1","2012","italy","AS Roma","AC Milan",2,3,3.15,3.29,2.6,NA,NA,NA,NA
"2NAituEL/","/soccer/spain/primera-division-2011-2012/real-sociedad-real-madrid-2NAituEL/",TRUE,2011-10-29,"SP1","2012","spain","Real Sociedad","Real Madrid",0,1,13.74,6.55,1.29,NA,NA,NA,NA
"6Tn5L8es/","/soccer/france/ligue-1-2011-2012/paris-sg-caen-6Tn5L8es/",TRUE,2011-10-29,"F1","2012","france","Paris Saint-Germain","Caen",4,2,1.43,4.8,10,NA,NA,NA,NA
"ABKINlHF/","/soccer/england/premier-league-2011-2012/chelsea-arsenal-ABKINlHF/",FALSE,2011-10-29,"E0","2012","england","Chelsea","Arsenal",3,5,1.7,4.05,6,NA,NA,NA,NA
"AFhpr1q9/","/soccer/spain/primera-division-2011-2012/valencia-getafe-AFhpr1q9/",TRUE,2011-10-29,"SP1","2012","spain","Valencia","Getafe",3,1,1.58,4.13,7.6,NA,NA,NA,NA
"AP3sFXY7/","/soccer/france/ligue-1-2011-2012/lyon-st-etienne-AP3sFXY7/",TRUE,2011-10-29,"F1","2012","france","Lyon","St Etienne",2,0,1.8,3.55,6,NA,NA,NA,NA
"AsV8LKK9/","/soccer/germany/bundesliga-2011-2012/schalke-hoffenheim-AsV8LKK9/",TRUE,2011-10-29,"D1","2012","germany","Schalke 04","TSG Hoffenheim",3,1,2.09,3.5,4.09,NA,NA,NA,NA
"b5S8xlW8/","/soccer/england/premier-league-2011-2012/wigan-fulham-b5S8xlW8/",FALSE,2011-10-29,"E0","2012","england","Wigan","Fulham",0,2,3.25,3.42,2.5,NA,NA,NA,NA
"CbmoLwxd/","/soccer/spain/primera-division-2011-2012/barcelona-mallorca-CbmoLwxd/",TRUE,2011-10-29,"SP1","2012","spain","Barcelona","Mallorca",5,0,1.1,12.95,34,NA,NA,NA,NA
"EcAYGg4e/","/soccer/france/ligue-1-2011-2012/dijon-marseille-EcAYGg4e/",TRUE,2011-10-29,"F1","2012","france","Dijon FCO","Marseille",2,3,5.7,3.6,1.87,NA,NA,NA,NA
"EuN4aU37/","/soccer/germany/bundesliga-2011-2012/wolfsburg-hertha-berlin-EuN4aU37/",TRUE,2011-10-29,"D1","2012","germany","VfL Wolfsburg","Hertha Berlin",2,3,2.31,3.55,3.4,NA,NA,NA,NA
"h6z4M053/","/soccer/germany/bundesliga-2011-2012/bayern-munich-nurnberg-h6z4M053/",TRUE,2011-10-29,"D1","2012","germany","Bayern Munich","Nurnberg",4,0,1.17,9.19,23,NA,NA,NA,NA
"hWL8blJD/","/soccer/germany/bundesliga-2011-2012/b-monchengladbach-hannover-hWL8blJD/",TRUE,2011-10-29,"D1","2012","germany","Borussia Monchengladbach","Hannover 96",2,1,2,3.75,4.28,NA,NA,NA,NA
"hzANM8WL/","/soccer/england/premier-league-2011-2012/everton-manchester-united-hzANM8WL/",FALSE,2011-10-29,"E0","2012","england","Everton","Manchester Utd",0,1,4.34,3.59,2.06,NA,NA,NA,NA
"KET4wUG2/","/soccer/england/premier-league-2011-2012/west-brom-liverpool-KET4wUG2/",FALSE,2011-10-29,"E0","2012","england","West Brom","Liverpool",0,2,3.93,3.5,2.16,NA,NA,NA,NA
"ljDAFQOe/","/soccer/england/premier-league-2011-2012/sunderland-aston-villa-ljDAFQOe/",FALSE,2011-10-29,"E0","2012","england","Sunderland","Aston Villa",2,2,2.02,3.53,4.4,NA,NA,NA,NA
"OSDrOhwq/","/soccer/england/premier-league-2011-2012/swansea-bolton-OSDrOhwq/",FALSE,2011-10-29,"E0","2012","england","Swansea","Bolton",3,1,2.1,3.6,4,NA,NA,NA,NA
"pn0duaTR/","/soccer/spain/primera-division-2011-2012/villarreal-rayo-vallecano-pn0duaTR/",TRUE,2011-10-29,"SP1","2012","spain","Villarreal","Rayo Vallecano",2,0,2.14,3.4,4.09,NA,NA,NA,NA
"SpGXwHB8/","/soccer/france/ligue-1-2011-2012/montpellier-nancy-SpGXwHB8/",TRUE,2011-10-29,"F1","2012","france","Montpellier","AS Nancy Lorraine",2,0,1.65,3.8,7,NA,NA,NA,NA
"SzP1Hnfq/","/soccer/england/premier-league-2011-2012/norwich-blackburn-SzP1Hnfq/",FALSE,2011-10-29,"E0","2012","england","Norwich City","Blackburn",3,3,2,3.65,4.2,NA,NA,NA,NA
"t0pNT6Pk/","/soccer/italy/serie-a-2011-2012/catania-napoli-t0pNT6Pk/",TRUE,2011-10-29,"I1","2012","italy","Catania","Napoli",2,1,3.1,3.16,2.75,NA,NA,NA,NA
"tE9c1jZf/","/soccer/germany/bundesliga-2011-2012/vfb-stuttgart-dortmund-tE9c1jZf/",TRUE,2011-10-29,"D1","2012","germany","VfB Stuttgart","Borussia Dortmund",1,1,3.86,3.6,2.14,NA,NA,NA,NA
"tpCQIFZr/","/soccer/france/ligue-1-2011-2012/ac-ajaccio-bordeaux-tpCQIFZr/",TRUE,2011-10-29,"F1","2012","france","AC Ajaccio","Bordeaux",0,2,4.13,3.45,2.15,NA,NA,NA,NA
"tUit3C4r/","/soccer/germany/bundesliga-2011-2012/mainz-werder-bremen-tUit3C4r/",TRUE,2011-10-29,"D1","2012","germany","Mainz","Werder Bremen",1,3,2.88,3.6,2.64,NA,NA,NA,NA
"WY4wGDJ1/","/soccer/france/ligue-1-2011-2012/evian-tg-auxerre-WY4wGDJ1/",TRUE,2011-10-29,"F1","2012","france","Evian Thonon Gaillard","AJ Auxerre",3,1,2.46,3.19,3.55,NA,NA,NA,NA
"xSwWRpf2/","/soccer/italy/serie-a-2011-2012/inter-juventus-xSwWRpf2/",FALSE,2011-10-29,"I1","2012","italy","Internazionale","Juventus",1,2,2.76,3.25,3.05,NA,NA,NA,NA
"z7BUHZlk/","/soccer/france/ligue-1-2011-2012/brest-lorient-z7BUHZlk/",TRUE,2011-10-29,"F1","2012","france","Brest","Lorient",3,1,2.84,3.05,3.05,NA,NA,NA,NA
"zqXZLSoS/","/soccer/england/premier-league-2011-2012/manchester-city-wolves-zqXZLSoS/",FALSE,2011-10-29,"E0","2012","england","Manchester City","Wolves",3,1,1.18,9.19,22.78,NA,NA,NA,NA
"29oJUnAq/","/soccer/italy/serie-a-2011-2012/cagliari-lazio-29oJUnAq/",TRUE,2011-10-30,"I1","2012","italy","Cagliari","Lazio",0,3,3.1,3.18,2.72,NA,NA,NA,NA
"2gHEEpv2/","/soccer/england/premier-league-2011-2012/tottenham-qpr-2gHEEpv2/",FALSE,2011-10-30,"E0","2012","england","Tottenham","QPR",3,1,1.42,5.3,9.21,NA,NA,NA,NA
"4xhlsLbF/","/soccer/spain/primera-division-2011-2012/osasuna-levante-4xhlsLbF/",TRUE,2011-10-30,"SP1","2012","spain","Osasuna","Levante",2,0,2.29,3.4,3.65,NA,NA,NA,NA
"EgjDJnQg/","/soccer/france/ligue-1-2011-2012/valenciennes-lille-EgjDJnQg/",TRUE,2011-10-30,"F1","2012","france","Valenciennes","Lille",0,0,4.09,3.22,2.22,NA,NA,NA,NA
"fmjMjUW2/","/soccer/italy/serie-a-2011-2012/lecce-novara-fmjMjUW2/",TRUE,2011-10-30,"I1","2012","italy","Lecce","Novara",1,1,2.18,3.35,4.11,NA,NA,NA,NA
"jDAWzJyq/","/soccer/spain/primera-division-2011-2012/malaga-espanyol-jDAWzJyq/",TRUE,2011-10-30,"SP1","2012","spain","Malaga","Espanyol",2,1,1.77,3.9,5.5,NA,NA,NA,NA
"jknkKci2/","/soccer/spain/primera-division-2011-2012/gijon-ath-bilbao-jknkKci2/",TRUE,2011-10-30,"SP1","2012","spain","Sporting Gijon","Athletic Bilbao",1,1,3.1,3.35,2.6,NA,NA,NA,NA
"K4810Al1/","/soccer/germany/bundesliga-2011-2012/koln-augsburg-K4810Al1/",TRUE,2011-10-30,"D1","2012","germany","FC Cologne","FC Augsburg",3,0,2.02,3.65,4.2,NA,NA,NA,NA
"KnFzzwik/","/soccer/spain/primera-division-2011-2012/santander-betis-KnFzzwik/",TRUE,2011-10-30,"SP1","2012","spain","Racing Santander","Real Betis",1,0,2.48,3.4,3.23,NA,NA,NA,NA
"lYTCKvzG/","/soccer/germany/bundesliga-2011-2012/hamburger-kaiserslautern-lYTCKvzG/",TRUE,2011-10-30,"D1","2012","germany","Hamburg SV","Kaiserslautern",1,1,1.99,3.65,4.4,NA,NA,NA,NA
"OOZRSQvd/","/soccer/italy/serie-a-2011-2012/fiorentina-genoa-OOZRSQvd/",TRUE,2011-10-30,"I1","2012","italy","Fiorentina","Genoa",1,0,2,3.42,4.74,NA,NA,NA,NA
"pKo9KSAm/","/soccer/france/ligue-1-2011-2012/toulouse-rennes-pKo9KSAm/",TRUE,2011-10-30,"F1","2012","france","Toulouse","Stade Rennes",1,0,2.88,3.05,3,NA,NA,NA,NA
"QVYzwyRE/","/soccer/france/ligue-1-2011-2012/nice-sochaux-QVYzwyRE/",TRUE,2011-10-30,"F1","2012","france","Nice","Sochaux",1,1,2.2,3.16,4.21,NA,NA,NA,NA
"viKQmSGL/","/soccer/italy/serie-a-2011-2012/siena-chievo-viKQmSGL/",TRUE,2011-10-30,"I1","2012","italy","Siena","Chievo Verona",4,1,2.21,3.1,4.4,NA,NA,NA,NA
"WOgtqsU2/","/soccer/spain/primera-division-2011-2012/atl-madrid-zaragoza-WOgtqsU2/",TRUE,2011-10-30,"SP1","2012","spain","Atletico Madrid","Real Zaragoza",3,1,1.39,5.3,10,NA,NA,NA,NA
"YDJUnnWR/","/soccer/italy/serie-a-2011-2012/udinese-palermo-YDJUnnWR/",TRUE,2011-10-30,"I1","2012","italy","Udinese","Palermo",1,0,1.76,3.8,5.9,NA,NA,NA,NA
"YwkQkln9/","/soccer/italy/serie-a-2011-2012/parma-cesena-YwkQkln9/",TRUE,2011-10-30,"I1","2012","italy","Parma","Cesena",2,0,2.02,3.35,4.9,NA,NA,NA,NA
"z1IknFuH/","/soccer/italy/serie-a-2011-2012/bologna-atalanta-z1IknFuH/",TRUE,2011-10-30,"I1","2012","italy","Bologna","Atalanta",3,1,2.82,3.2,2.96,NA,NA,NA,NA
"6RN5G69k/","/soccer/england/premier-league-2011-2012/stoke-city-newcastle-utd-6RN5G69k/",FALSE,2011-10-31,"E0","2012","england","Stoke City","Newcastle",1,3,2.04,3.38,4.59,NA,NA,NA,NA
"IylsMJMk/","/soccer/spain/primera-division-2011-2012/sevilla-granada-cf-IylsMJMk/",TRUE,2011-10-31,"SP1","2012","spain","Sevilla","Granada",1,2,1.41,5.09,10,NA,NA,NA,NA
"SWfx0bFm/","/soccer/germany/bundesliga-2011-2012/mainz-vfb-stuttgart-SWfx0bFm/",TRUE,2011-11-04,"D1","2012","germany","Mainz","VfB Stuttgart",3,1,2.6,3.7,2.86,NA,NA,NA,NA
"0MAc7tND/","/soccer/germany/bundesliga-2011-2012/dortmund-wolfsburg-0MAc7tND/",TRUE,2011-11-05,"D1","2012","germany","Borussia Dortmund","VfL Wolfsburg",5,1,1.33,5.83,12.39,NA,NA,NA,NA
"0Y0dTqge/","/soccer/england/premier-league-2011-2012/manchester-united-sunderland-0Y0dTqge/",FALSE,2011-11-05,"E0","2012","england","Manchester Utd","Sunderland",1,0,1.29,6.2,14,NA,NA,NA,NA
"42Hhbxp0/","/soccer/germany/bundesliga-2011-2012/hoffenheim-kaiserslautern-42Hhbxp0/",TRUE,2011-11-05,"D1","2012","germany","TSG Hoffenheim","Kaiserslautern",1,1,1.8,3.8,5.3,NA,NA,NA,NA
"4Ic9zS0L/","/soccer/england/premier-league-2011-2012/aston-villa-norwich-4Ic9zS0L/",FALSE,2011-11-05,"E0","2012","england","Aston Villa","Norwich City",3,2,1.91,3.75,4.59,NA,NA,NA,NA
"6i3mNChk/","/soccer/england/premier-league-2011-2012/liverpool-swansea-6i3mNChk/",FALSE,2011-11-05,"E0","2012","england","Liverpool","Swansea",0,0,1.31,5.8,14,NA,NA,NA,NA
"8b44RNN7/","/soccer/england/premier-league-2011-2012/qpr-manchester-city-8b44RNN7/",FALSE,2011-11-05,"E0","2012","england","QPR","Manchester City",2,3,8.85,4.82,1.49,NA,NA,NA,NA
"8nE55KiQ/","/soccer/germany/bundesliga-2011-2012/werder-bremen-koln-8nE55KiQ/",TRUE,2011-11-05,"D1","2012","germany","Werder Bremen","FC Cologne",3,2,1.43,5.4,8.4,NA,NA,NA,NA
"AuIlaIUg/","/soccer/germany/bundesliga-2011-2012/nurnberg-freiburg-AuIlaIUg/",TRUE,2011-11-05,"D1","2012","germany","Nurnberg","SC Freiburg",1,2,1.75,4.12,5.23,NA,NA,NA,NA
"b1A1dGEC/","/soccer/germany/bundesliga-2011-2012/hertha-berlin-b-monchengladbach-b1A1dGEC/",TRUE,2011-11-05,"D1","2012","germany","Hertha Berlin","Borussia Monchengladbach",1,2,2.44,3.47,3.31,NA,NA,NA,NA
"bucDZoGR/","/soccer/england/premier-league-2011-2012/blackburn-chelsea-bucDZoGR/",FALSE,2011-11-05,"E0","2012","england","Blackburn","Chelsea",0,1,7,4.5,1.57,NA,NA,NA,NA
"dKIIofCK/","/soccer/italy/serie-a-2011-2012/novara-as-roma-dKIIofCK/",TRUE,2011-11-05,"I1","2012","italy","Novara","AS Roma",0,2,3.9,3.6,2.14,NA,NA,NA,NA
"EPE160xK/","/soccer/germany/bundesliga-2011-2012/bayer-leverkusen-hamburger-EPE160xK/",TRUE,2011-11-05,"D1","2012","germany","Bayer Leverkusen","Hamburg SV",2,2,1.72,4.09,5.5,NA,NA,NA,NA
"ni6xG4PI/","/soccer/france/ligue-1-2011-2012/lille-evian-tg-ni6xG4PI/",TRUE,2011-11-05,"F1","2012","france","Lille","Evian Thonon Gaillard",1,1,1.37,4.9,13.21,NA,NA,NA,NA
"QRb5y8oF/","/soccer/england/premier-league-2011-2012/arsenal-west-brom-QRb5y8oF/",FALSE,2011-11-05,"E0","2012","england","Arsenal","West Brom",3,0,1.39,5.4,11.75,NA,NA,NA,NA
"SrwSnGze/","/soccer/spain/primera-division-2011-2012/betis-malaga-SrwSnGze/",TRUE,2011-11-05,"SP1","2012","spain","Real Betis","Malaga",0,0,2.58,3.4,3.1,NA,NA,NA,NA
"t23qYGL1/","/soccer/spain/primera-division-2011-2012/mallorca-sevilla-t23qYGL1/",TRUE,2011-11-05,"SP1","2012","spain","Mallorca","Sevilla",0,0,3.1,3.4,2.59,NA,NA,NA,NA
"U750S381/","/soccer/england/premier-league-2011-2012/newcastle-utd-everton-U750S381/",FALSE,2011-11-05,"E0","2012","england","Newcastle","Everton",2,1,2.56,3.3,3.35,NA,NA,NA,NA
"WSZvfbrL/","/soccer/spain/primera-division-2011-2012/levante-valencia-WSZvfbrL/",TRUE,2011-11-05,"SP1","2012","spain","Levante","Valencia",0,2,3.2,3.56,2.42,NA,NA,NA,NA
"zBHMpERQ/","/soccer/italy/serie-a-2011-2012/palermo-bologna-zBHMpERQ/",TRUE,2011-11-05,"I1","2012","italy","Palermo","Bologna",3,1,1.75,3.76,6.05,NA,NA,NA,NA
"6HvpGELh/","/soccer/france/ligue-1-2011-2012/st-etienne-montpellier-6HvpGELh/",TRUE,2011-11-06,"F1","2012","france","St Etienne","Montpellier",1,1,2.58,3.24,3.35,NA,NA,NA,NA
"Ae0X0v0s/","/soccer/germany/bundesliga-2011-2012/hannover-schalke-Ae0X0v0s/",TRUE,2011-11-06,"D1","2012","germany","Hannover 96","Schalke 04",2,2,2.68,3.45,2.96,NA,NA,NA,NA
"AJYrgIcR/","/soccer/spain/primera-division-2011-2012/real-madrid-osasuna-AJYrgIcR/",TRUE,2011-11-06,"SP1","2012","spain","Real Madrid","Osasuna",7,1,1.09,14.3,34,NA,NA,NA,NA
"biyxIzit/","/soccer/france/ligue-1-2011-2012/nancy-brest-biyxIzit/",TRUE,2011-11-06,"F1","2012","france","AS Nancy Lorraine","Brest",2,1,2.4,3.05,4.05,NA,NA,NA,NA
"bwEvZd6e/","/soccer/spain/primera-division-2011-2012/granada-cf-santander-bwEvZd6e/",FALSE,2011-11-06,"SP1","2012","spain","Granada","Racing Santander",0,0,2.12,3.41,4.5,NA,NA,NA,NA
"CQJwdKD8/","/soccer/spain/primera-division-2011-2012/zaragoza-gijon-CQJwdKD8/",TRUE,2011-11-06,"SP1","2012","spain","Real Zaragoza","Sporting Gijon",2,2,2.27,3.4,3.75,NA,NA,NA,NA
"d2DPI6u0/","/soccer/france/ligue-1-2011-2012/auxerre-toulouse-d2DPI6u0/",TRUE,2011-11-06,"F1","2012","france","AJ Auxerre","Toulouse",2,0,2.38,3.2,3.7,NA,NA,NA,NA
"dGO9sQgk/","/soccer/italy/serie-a-2011-2012/cesena-lecce-dGO9sQgk/",FALSE,2011-11-06,"I1","2012","italy","Cesena","Lecce",0,1,2.04,3.4,4.59,NA,NA,NA,NA
"drkAMGrP/","/soccer/france/ligue-1-2011-2012/marseille-nice-drkAMGrP/",TRUE,2011-11-06,"F1","2012","france","Marseille","Nice",2,0,1.5,4.3,9.5,NA,NA,NA,NA
"EiZ4r6vq/","/soccer/italy/serie-a-2011-2012/atalanta-cagliari-EiZ4r6vq/",TRUE,2011-11-06,"I1","2012","italy","Atalanta","Cagliari",1,0,2.24,3.2,4.09,NA,NA,NA,NA
"EL6ej708/","/soccer/england/premier-league-2011-2012/wolves-wigan-EL6ej708/",FALSE,2011-11-06,"E0","2012","england","Wolves","Wigan",3,1,2.04,3.61,4.86,NA,NA,NA,NA
"f57mXzy8/","/soccer/spain/primera-division-2011-2012/ath-bilbao-barcelona-f57mXzy8/",TRUE,2011-11-06,"SP1","2012","spain","Athletic Bilbao","Barcelona",2,2,11.5,5.9,1.36,NA,NA,NA,NA
"G4aktYZs/","/soccer/italy/serie-a-2011-2012/udinese-siena-G4aktYZs/",FALSE,2011-11-06,"I1","2012","italy","Udinese","Siena",2,1,1.76,3.7,6.58,NA,NA,NA,NA
"GxLdcda6/","/soccer/germany/bundesliga-2011-2012/augsburg-bayern-munich-GxLdcda6/",TRUE,2011-11-06,"D1","2012","germany","FC Augsburg","Bayern Munich",1,2,22.08,8.8,1.2,NA,NA,NA,NA
"hEztHf6n/","/soccer/france/ligue-1-2011-2012/rennes-valenciennes-hEztHf6n/",TRUE,2011-11-06,"F1","2012","france","Stade Rennes","Valenciennes",1,1,1.86,3.45,5.5,NA,NA,NA,NA
"hU6YGpAC/","/soccer/france/ligue-1-2011-2012/caen-dijon-hU6YGpAC/",TRUE,2011-11-06,"F1","2012","france","Caen","Dijon FCO",3,0,1.98,3.35,5,NA,NA,NA,NA
"jHIsevTE/","/soccer/spain/primera-division-2011-2012/getafe-atl-madrid-jHIsevTE/",TRUE,2011-11-06,"SP1","2012","spain","Getafe","Atletico Madrid",3,2,3.4,3.65,2.27,NA,NA,NA,NA
"jNFAmGs8/","/soccer/italy/serie-a-2011-2012/ac-milan-catania-jNFAmGs8/",TRUE,2011-11-06,"I1","2012","italy","AC Milan","Catania",4,0,1.48,4.5,9.86,NA,NA,NA,NA
"ltUlFYza/","/soccer/france/ligue-1-2011-2012/sochaux-lyon-ltUlFYza/",TRUE,2011-11-06,"F1","2012","france","Sochaux","Lyon",2,1,4.16,3.39,2.25,NA,NA,NA,NA
"Ms2hUPwk/","/soccer/england/premier-league-2011-2012/fulham-tottenham-Ms2hUPwk/",FALSE,2011-11-06,"E0","2012","england","Fulham","Tottenham",1,3,3.52,3.52,2.38,NA,NA,NA,NA
"pKmNmdLl/","/soccer/spain/primera-division-2011-2012/espanyol-villarreal-pKmNmdLl/",TRUE,2011-11-06,"SP1","2012","spain","Espanyol","Villarreal",0,0,2.06,3.5,4.5,NA,NA,NA,NA
"Qs5tFOvP/","/soccer/france/ligue-1-2011-2012/lorient-ac-ajaccio-Qs5tFOvP/",TRUE,2011-11-06,"F1","2012","france","Lorient","AC Ajaccio",2,0,1.51,4.3,9.42,NA,NA,NA,NA
"rXQLvOw8/","/soccer/italy/serie-a-2011-2012/lazio-parma-rXQLvOw8/",TRUE,2011-11-06,"I1","2012","italy","Lazio","Parma",1,0,1.65,3.82,7.75,NA,NA,NA,NA
"SbLAlx6r/","/soccer/spain/primera-division-2011-2012/rayo-vallecano-real-sociedad-SbLAlx6r/",TRUE,2011-11-06,"SP1","2012","spain","Rayo Vallecano","Real Sociedad",4,0,2.18,3.45,3.95,NA,NA,NA,NA
"vJCmV5Or/","/soccer/england/premier-league-2011-2012/bolton-stoke-city-vJCmV5Or/",FALSE,2011-11-06,"E0","2012","england","Bolton","Stoke City",5,0,2.69,3.43,3,NA,NA,NA,NA
"vR2UHQf6/","/soccer/france/ligue-1-2011-2012/bordeaux-paris-sg-vR2UHQf6/",TRUE,2011-11-06,"F1","2012","france","Bordeaux","Paris Saint-Germain",1,1,3.1,3.11,2.76,NA,NA,NA,NA
"z7NDtp9e/","/soccer/italy/serie-a-2011-2012/chievo-fiorentina-z7NDtp9e/",TRUE,2011-11-06,"I1","2012","italy","Chievo Verona","Fiorentina",1,0,3.5,3.15,2.56,NA,NA,NA,NA
"lAuqTi5b/","/soccer/france/ligue-1-2011-2012/toulouse-lille-lAuqTi5b/",TRUE,2011-11-18,"F1","2012","france","Toulouse","Lille",0,0,3.22,3.1,2.7,NA,NA,NA,NA
"S06WDHqm/","/soccer/germany/bundesliga-2011-2012/kaiserslautern-bayer-leverkusen-S06WDHqm/",TRUE,2011-11-18,"D1","2012","germany","Kaiserslautern","Bayer Leverkusen",0,2,3.05,3.55,2.52,NA,NA,NA,NA
"YDmIAAkU/","/soccer/france/ligue-1-2011-2012/lyon-rennes-YDmIAAkU/",TRUE,2011-11-18,"F1","2012","france","Lyon","Stade Rennes",1,2,1.95,3.42,5.53,NA,NA,NA,NA
