loc,lastmod,changefreq,priority,alternate,sitemap,news,image,video
https://www.bloomberg.com/news/articles/2020-03-31/u-k-s-johnson-under-pressure-on-tests-as-coronavirus-spreads,2020-03-31 00:00:00.005000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-31/u-k-s-johnson-under-pressure-on-tests-as-coronavirus-spreads,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/empty-hotels-pivot-to-virus-battle-as-n-y-lodges-health-workers,2020-03-30 23:52:09.519000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/empty-hotels-pivot-to-virus-battle-as-n-y-lodges-health-workers,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/audio/2020-03-30/myx-fitness-president-on-state-of-at-home-wellness-podcast,2020-03-30 23:49:03.242000+00:00,always,1.0,,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/suspected-mask-profiteer-arrested-for-coughing-on-fbi-agents,2020-03-30 23:45:04.887000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/suspected-mask-profiteer-arrested-for-coughing-on-fbi-agents,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/amazon-worker-who-led-strike-over-virus-says-company-fired-him,2020-03-30 23:37:15.431000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/amazon-worker-who-led-strike-over-virus-says-company-fired-him,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/amarin-loses-ruling-in-bid-to-block-generic-vascepa,2020-03-30 23:09:50.582000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/amarin-loses-ruling-in-bid-to-block-generic-vascepa,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/amazon-activists-see-pandemic-as-path-to-better-labor-conditions,2020-03-30 23:08:29.956000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/amazon-activists-see-pandemic-as-path-to-better-labor-conditions,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/retailers-furlough-500-000-despite-stimulus-law-more-expected,2020-03-30 23:07:29.427000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/retailers-furlough-500-000-despite-stimulus-law-more-expected,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/u-k-business-and-consumer-confidence-falters-in-face-of-virus,2020-03-30 23:01:00.006000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/u-k-business-and-consumer-confidence-falters-in-face-of-virus,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/from-oil-roughneck-to-cowboy-alberta-workers-mull-career-change,2020-03-30 23:00:00.011000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/from-oil-roughneck-to-cowboy-alberta-workers-mull-career-change,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/five-things-you-need-to-know-to-start-your-day-k8f29e9j,2020-03-30 22:45:27.067000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/five-things-you-need-to-know-to-start-your-day-k8f29e9j,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/banks-stuck-with-23-billion-of-loans-for-t-mobile-s-sprint-deal,2020-03-30 22:29:49.159000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/banks-stuck-with-23-billion-of-loans-for-t-mobile-s-sprint-deal,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/audio/2020-03-30/baystate-business-stimulus-and-other-pandemic-response-radio,2020-03-30 22:17:38.991000+00:00,always,1.0,,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/your-evening-briefing,2020-03-30 22:06:19.046000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/your-evening-briefing,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/world-s-50-best-restaurant-awards-postpones-2020-rankings,2020-03-30 22:06:14.679000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/world-s-50-best-restaurant-awards-postpones-2020-rankings,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/airbnb-will-give-250-million-to-hosts-who-lost-income-to-virus,2020-03-30 22:00:50.695000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/airbnb-will-give-250-million-to-hosts-who-lost-income-to-virus,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/bacon-left-out-of-surge-beef-and-eggs-are-getting-from-lockdowns,2020-03-30 21:59:30.545000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/bacon-left-out-of-surge-beef-and-eggs-are-getting-from-lockdowns,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/air-canada-puts-16-500-staff-on-furlough-cuts-operations,2020-03-30 21:57:13.888000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/air-canada-puts-16-500-staff-on-furlough-cuts-operations,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/neiman-marcus-to-furlough-employees-and-extend-closures,2020-03-30 21:49:30.176000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/neiman-marcus-to-furlough-employees-and-extend-closures,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/chemours-lawsuit-over-liability-from-dupont-spinoff-tossed,2020-03-30 21:47:30.201000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/chemours-lawsuit-over-liability-from-dupont-spinoff-tossed,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/disney-chairman-iger-to-forgo-pay-other-executives-take-cuts,2020-03-30 21:40:03.489000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/disney-chairman-iger-to-forgo-pay-other-executives-take-cuts,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/trump-must-defend-fraud-claims-over-panama-hotel,2020-03-30 21:29:58.554000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/trump-must-defend-fraud-claims-over-panama-hotel,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/global-copper-miners-head-for-worst-quarter-since-2008-on-virus,2020-03-30 21:29:04.069000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/global-copper-miners-head-for-worst-quarter-since-2008-on-virus,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/ford-speeds-ventilator-plan-aims-to-start-output-in-three-weeks,2020-03-30 21:22:16.765000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/ford-speeds-ventilator-plan-aims-to-start-output-in-three-weeks,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/credit-market-gloom-returns-on-signs-of-long-virus-fight-ahead,2020-03-30 21:21:43.937000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/credit-market-gloom-returns-on-signs-of-long-virus-fight-ahead,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/sick-crew-keeps-cruise-ship-running-risking-spread-of-virus,2020-03-30 21:18:10.317000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/sick-crew-keeps-cruise-ship-running-risking-spread-of-virus,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/visa-says-consumer-spending-has-sharply-declined-even-online,2020-03-30 21:14:24.719000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/visa-says-consumer-spending-has-sharply-declined-even-online,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/cerberus-hospital-gets-state-aid-to-avoid-shutdown-amid-pandemic,2020-03-30 21:03:17.991000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/cerberus-hospital-gets-state-aid-to-avoid-shutdown-amid-pandemic,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/even-shutting-a-refinery-can-t-boost-new-york-gasoline-prices,2020-03-30 21:00:51.348000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/even-shutting-a-refinery-can-t-boost-new-york-gasoline-prices,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/as-rest-of-world-locks-down-china-struggles-to-get-shoppers-out,2020-03-30 21:00:00.012000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/as-rest-of-world-locks-down-china-struggles-to-get-shoppers-out,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/oil-traders-hustle-for-tankers-to-divert-u-s-crude-to-asia,2020-03-30 21:00:00.010000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/oil-traders-hustle-for-tankers-to-divert-u-s-crude-to-asia,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-24/tracking-australia-s-financial-system-response-to-coronavirus,2020-03-30 21:00:00.008000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-24/tracking-australia-s-financial-system-response-to-coronavirus,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/audio/2020-03-30/this-is-how-the-virus-kills-podcast,2020-03-30 20:49:41.200000+00:00,always,1.0,,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/aston-martin-may-need-more-cash-after-bailout-by-billionaire,2020-03-30 20:44:25.302000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/aston-martin-may-need-more-cash-after-bailout-by-billionaire,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/australia-s-new-wage-support-plan-attracts-60-000-on-first-day,2020-03-30 20:36:20.209000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/australia-s-new-wage-support-plan-attracts-60-000-on-first-day,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/shuttle-service-via-hits-2-25-billion-value-with-new-funding,2020-03-30 20:09:45.025000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/shuttle-service-via-hits-2-25-billion-value-with-new-funding,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/branson-s-virgin-orbit-to-pivot-from-rockets-to-ventilators,2020-03-30 20:05:13.434000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/branson-s-virgin-orbit-to-pivot-from-rockets-to-ventilators,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/brazil-suspends-release-of-jobs-data-amid-coronavirus-crisis,2020-03-30 20:04:59.700000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/brazil-suspends-release-of-jobs-data-amid-coronavirus-crisis,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-25/here-s-how-virus-is-impacting-australian-firms-guidance-tracker,2020-03-30 20:00:00.010000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-25/here-s-how-virus-is-impacting-australian-firms-guidance-tracker,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/fink-sees-economy-recovering-from-virus-but-forever-transformed,2020-03-30 20:00:00.007000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/fink-sees-economy-recovering-from-virus-but-forever-transformed,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/china-traders-celebrate-resilient-quarter-amid-hints-of-fatigue,2020-03-30 20:00:00.003000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/china-traders-celebrate-resilient-quarter-amid-hints-of-fatigue,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/bayer-pays-39-5-million-to-settle-roundup-false-ad-lawsuits,2020-03-30 19:55:46.868000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/bayer-pays-39-5-million-to-settle-roundup-false-ad-lawsuits,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/jobless-count-jumps-to-1-55-million-in-canada-after-lockdowns,2020-03-30 19:48:06.678000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/jobless-count-jumps-to-1-55-million-in-canada-after-lockdowns,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/n-j-tries-name-shaming-fines-to-stop-corona-party-scofflaws,2020-03-30 19:42:45.290000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/n-j-tries-name-shaming-fines-to-stop-corona-party-scofflaws,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/audio/2020-03-30/bloomberg-opinion-radio-weekend-edition-for-3-27-20-podcast,2020-03-30 19:40:16.592000+00:00,always,1.0,,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/n-j-to-lift-temporary-ban-on-firearms-sales-murphy-says,2020-03-30 19:36:48.804000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/n-j-to-lift-temporary-ban-on-firearms-sales-murphy-says,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/who-says-coronavirus-outbreak-in-europe-may-be-approaching-peak,2020-03-30 19:28:08.671000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/who-says-coronavirus-outbreak-in-europe-may-be-approaching-peak,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/new-york-city-marshals-all-hospitals-navy-sails-in-to-help,2020-03-30 19:23:37.177000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/new-york-city-marshals-all-hospitals-navy-sails-in-to-help,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/apple-tests-its-secrecy-somewhere-new-employee-homes,2020-03-30 19:20:15.601000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/apple-tests-its-secrecy-somewhere-new-employee-homes,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/trump-guts-mileage-requirements-obama-brokered-with-automakers,2020-03-30 19:04:01.065000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/trump-guts-mileage-requirements-obama-brokered-with-automakers,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/audio/2020-03-30/commercial-real-estate-set-up-for-profound-recovery-podcast,2020-03-30 18:56:57.860000+00:00,always,1.0,,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/italy-reports-fewest-new-coronavirus-cases-in-almost-2-weeks,2020-03-30 18:53:52.244000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/italy-reports-fewest-new-coronavirus-cases-in-almost-2-weeks,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-02-05/why-reports-of-drugs-for-coronavirus-are-premature-quicktake,2020-03-30 18:50:49.057000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-02-05/why-reports-of-drugs-for-coronavirus-are-premature-quicktake,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/eu-presses-boris-johnson-over-irish-customs-checks-after-brexit,2020-03-30 18:50:08.363000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/eu-presses-boris-johnson-over-irish-customs-checks-after-brexit,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/italy-set-to-extend-containment-measures-until-easter-at-least,2020-03-30 18:43:04.894000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/italy-set-to-extend-containment-measures-until-easter-at-least,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/audio/2020-03-30/a-rent-wipeout-could-ignite-mortgage-crisis-chappatta-radio,2020-03-30 18:39:10.317000+00:00,always,1.0,,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-29/moscow-orders-residents-to-stay-home-as-coronavirus-spreads,2020-03-30 18:36:50.443000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-29/moscow-orders-residents-to-stay-home-as-coronavirus-spreads,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/audio/2020-03-30/see-great-demand-for-pockets-of-retail-cre-mmi-s-nadji-radio,2020-03-30 18:36:14.911000+00:00,always,1.0,,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/n-y-virus-deaths-hit-1-200-rise-in-infections-is-slowing,2020-03-30 18:33:28.850000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/n-y-virus-deaths-hit-1-200-rise-in-infections-is-slowing,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/audio/2020-03-30/gm-ventec-ventilator-output-will-ramp-up-end-of-april-radio,2020-03-30 18:30:53.483000+00:00,always,1.0,,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/audio/2020-03-30/quick-coronavirus-testing-is-a-crucial-positive-step-radio,2020-03-30 18:21:40.876000+00:00,always,1.0,,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/more-american-oil-sinks-below-10-a-barrel-with-demand-vanishing,2020-03-30 18:21:18.197000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/more-american-oil-sinks-below-10-a-barrel-with-demand-vanishing,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/audio/2020-03-30/market-dislocation-in-short-end-credit-yields-bargains-radio,2020-03-30 18:18:18.177000+00:00,always,1.0,,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/audio/2020-03-30/remains-to-be-seen-if-saudi-oil-buyers-actually-exist-radio,2020-03-30 18:06:44.108000+00:00,always,1.0,,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/audio/2020-03-30/tiger-mickelson-mull-a-mic-d-up-answer-to-sports-lull-podcast,2020-03-30 17:58:25.278000+00:00,always,1.0,,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/coronavirus-hazard-pay-sought-by-federal-workers-suing-u-s,2020-03-30 17:52:10.443000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/coronavirus-hazard-pay-sought-by-federal-workers-suing-u-s,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/graphics/2020-united-states-coronavirus-outbreak/,2020-03-30 17:44:36.141000+00:00,always,1.0,,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-25/peloton-smart-bike-rivals-see-boom-as-virus-keeps-riders-inside,2020-03-30 17:32:09.196000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-25/peloton-smart-bike-rivals-see-boom-as-virus-keeps-riders-inside,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
https://www.bloomberg.com/news/articles/2020-03-30/merkel-continues-quarantine-after-third-negative-test,2020-03-30 17:26:37.844000+00:00,always,1.0,android-app://com.bloomberg.android.plus/bbg-app/www.bloomberg.com/news/articles/2020-03-30/merkel-continues-quarantine-after-third-negative-test,https://www.bloomberg.com/feeds/bbiz/sitemap_recent.xml,,,
